ano_de_exercicio;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;fonte_recurso_codigo;fonte_recurso_descricao;classificacao_receita_formatado;origem_receita_codigo;origem_receita_descricao;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;tipo_receita_codigo;tipo_receita_descricao;item_receita_codigo;item_receita_descricao;subitem_receita_codigo;subitem_receita_descricao;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
2026;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;73;ACORDOS, AJUSTES E DEMAIS INSTRUMENTOS DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;73;ACORDOS, AJUSTES E DEMAIS INSTRUMENTOS DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES;1717.99.0.1.15.002;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;15;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - INFRAESTRUTURA EM TRANSPORTE;2;TRANSPORTE - SECRETARIA NACIONAL DE AVIACAO CIVIL;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;;
2026;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;79;RECURSOS DECORRENTES DA CONVERSAO DE MULTAS AMBIENTAIS;1911.06.1.1.01.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;1;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;1;MULTAS ADM. DANOS AMBIENTAIS - PRINCIPAL;1;MULTAS ADM. DANOS AMBIENTAIS - PRINC.;0;MULTAS ADM. DANOS AMBIENTAIS - PRINC.;1;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;6;MULTAS POR DANOS AMBIENTAIS;1;MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;1741.99.0.1.50.999;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;4;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;1;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINCIPAL;50;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINC. - DEMAIS - SEGURANCA PUBLICA;999;SEGURANCA PUBLICA - OUTROS;1;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;99;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;0;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1611.01.0.1.11.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;11;SERVICOS ADM. COMERC. GER. - PRINC. - SEGURANCA PUBLICA;0;SERVICOS ADM. COMERC. GER. - PRINC. - SEGURANCA PUBLICA;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1611.01.0.1.27.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;27;SERVICOS ADM. COMERC. GER. - PRINC. - RECREATIVOS E CULTURAIS;0;SERVICOS ADM. COMERC. GER. - PRINC. - RECREATIVOS E CULTURAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1611.02.0.1.01.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;INSCRICAO CONCURSOS PROCESSOS SELETIVOS - PRINCIPAL;1;INSCRICAO CONCURSOS PROCESSOS SELETIVOS - PRINC.;0;INSCRICAO CONCURSOS PROCESSOS SELETIVOS - PRINC.;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;2;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS;0;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1911.01.0.1.11.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;1;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;1;MULTAS LEGISL. ESPECIFICA - PRINCIPAL;11;MULTAS LEGISL. ESPECIFICA - PRINC. - INFRACAO A LEGISLACAO SOBRE PRATICAS DE COMPETENCIA DO CBMMG POR INSTITUICOES CIVIS;0;MULTAS LEGISL. ESPECIFICA - PRINC. - INFRACAO A LEGISLACAO SOBRE PRATICAS DE COMPETENCIA DO CBMMG POR INSTITUICOES CIVIS;1;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;1;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA;0;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1921.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS INDENIZACOES - PRINCIPAL;99;OUTRAS INDENIZACOES - PRINC. - DEMAIS;0;OUTRAS INDENIZACOES - PRINC. - DEMAIS;1;INDENIZACOES;99;OUTRAS INDENIZACOES;0;OUTRAS INDENIZACOES;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;66;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM OS ESTADOS E O DISTRITO FEDERAL;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;70;CONVENIOS COM OS MUNICIPIOS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;70;CONVENIOS COM OS MUNICIPIOS;1732.99.0.1.23.001;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;3;TRANSFERENCIAS DOS MUNICIPIOS E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS MUNICIPIOS ENTIDADES - PRINCIPAL;23;OUTRAS TRANSF. CONVENIOS MUNICIPIOS ENTIDADES - PRINC. - SEGURANCA PUBLICA;1;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;2;TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;70;CONVENIOS COM OS MUNICIPIOS;2432.99.0.1.22.001;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;3;TRANSFERENCIAS DOS MUNICIPIOS E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS MUNICIPIOS ENTIDADES - PRINCIPAL;22;OUTRAS TRANSF. CONVENIOS MUNICIPIOS ENTIDADES - PRINC. - SEGURANCA PUBLICA;1;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;2;TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1441;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1441;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;0;OUTRAS RESTITUICOES;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;0;OUTRAS RESTITUICOES;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1923.99.0.1.01.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTROS RESSARCIMENTOS - PRINCIPAL;1;OUTROS RESSARCIMENTOS - PRINC. - RETENCAO SOBRE PAGAMENTO FOLHA DE SENTENCIADO;0;OUTROS RESSARCIMENTOS - PRINC. - RETENCAO SOBRE PAGAMENTO FOLHA DE SENTENCIADO;3;RESSARCIMENTOS;99;OUTROS RESSARCIMENTOS;0;OUTROS RESSARCIMENTOS;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;70;CONVENIOS COM OS MUNICIPIOS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;1719.99.0.1.15.001;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSF. UNIAO ENTIDADES - PRINCIPAL;15;OUTRAS TRANSF. UNIAO ENTIDADES - DESPORTO E LAZER;1;DESPORTO LAZER - MINISTERIO DO ESPORTE;9;OUTRAS TRANSFERENCIAS DE RECURSOS DA UNIAO E DE SUAS ENTIDADES;99;OUTRAS TRANSFERENCIAS DE RECURSOS DA UNIAO E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE RECURSOS DA UNIAO E DE SUAS ENTIDADES;;;
2026;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;59;OUTROS RECURSOS VINCULADOS;1741.99.0.1.40.999;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;4;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;1;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINCIPAL;40;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINC. - DEMAIS - DESPORTO E LAZER;999;DESPORTO LAZER - OUTROS;1;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;99;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;0;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;;;
2026;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;2414.99.0.1.20.004;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS UNIAO - PRINCIPAL;20;OUTRAS TRANSF. CONVENIOS UNIAO - PRINC. - SEGURANCA PUBLICA;4;SEGURANCA PUBLICA - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;4;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES ;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2026;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;2414.99.0.1.20.004;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS UNIAO - PRINCIPAL;20;OUTRAS TRANSF. CONVENIOS UNIAO - PRINC. - SEGURANCA PUBLICA;4;SEGURANCA PUBLICA - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;4;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES ;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;;
